Age,Fishing Experience,Province,Fishing Role,Experience as Head of Communities,Fishing Duration,Number of Experience with Disaster,Level of Interaction with Disaster,Wn-1,Wn-10,Wn-11,Wn-12,Wn-13,Wn-14,Wn-15,Wn-16,Wn-17,Wn-2,Wn-3,Wn-4,Wn-5,Wn-6,Wn-7,Wn-8,Wn-9,Number of LIK Combination,Usage Duration,Frequency of Usage (min) (in month),Frequency of Usage (max) (in month),Average Frequency of Usage (in month),Target_Action_Level
50,31,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,31,3.0,4.0,3.5,0
51,19,1,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,1.0,2.0,1.5,1
51,19,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,19,1.0,2.0,1.5,0
51,19,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,19,1.0,2.0,1.5,1
51,23,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,23,3.0,3.0,3.0,0
51,23,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,23,3.0,3.0,3.0,0
51,23,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,23,3.0,3.0,3.0,1
51,24,1,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,2.0,3.0,2.5,0
51,24,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,24,2.0,3.0,2.5,1
51,24,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,24,2.0,3.0,2.5,1
51,25,1,3,0,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,16.0,20.0,18.0,1
51,25,1,3,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,26,16.0,20.0,18.0,1
51,25,1,3,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,26,16.0,20.0,18.0,0
51,29,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,29,2.0,2.0,2.0,1
51,29,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,29,2.0,2.0,2.0,1
51,29,1,1,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,29,2.0,2.0,2.0,0
51,32,1,3,0,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,20.0,24.0,22.0,1
51,32,1,3,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,32,20.0,24.0,22.0,1
51,32,1,3,0,1,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,20.0,24.0,22.0,0
52,10,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,10,2.0,3.0,2.5,0
52,10,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,2.0,3.0,2.5,1
52,25,1,2,0,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,16.0,20.0,18.0,0
52,25,1,2,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,25,16.0,20.0,18.0,1
52,25,1,2,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,25,16.0,20.0,18.0,0
52,25,1,2,0,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,16.0,20.0,18.0,0
52,27,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,6.0,7.0,6.5,0
52,27,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7,6.0,7.0,6.5,1
52,27,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,3.0,4.0,3.5,0
52,27,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7,3.0,4.0,3.5,1
52,28,1,2,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,2.0,3.0,2.5,0
52,28,1,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,29,2.0,3.0,2.5,1
52,28,1,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,29,2.0,3.0,2.5,0
52,28,1,2,0,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1.0,2.0,1.5,0
52,28,1,2,0,1,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,29,1.0,2.0,1.5,1
52,28,1,2,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,29,1.0,2.0,1.5,0
52,30,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,30,2.0,3.0,2.5,0
52,30,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,30,2.0,3.0,2.5,0
53,17,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,17,3.0,3.0,3.0,0
53,17,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,17,3.0,3.0,3.0,0
53,26,1,3,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,16.0,20.0,18.0,1
53,26,1,3,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,26,16.0,20.0,18.0,1
53,26,1,3,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,26,16.0,20.0,18.0,0
53,31,1,3,0,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,31,16.0,20.0,18.0,1
53,31,1,3,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,31,16.0,20.0,18.0,1
53,31,1,3,0,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,16.0,20.0,18.0,1
54,21,1,1,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,3.0,4.0,3.5,1
54,21,1,1,0,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,21,3.0,4.0,3.5,0
54,21,1,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,21,3.0,4.0,3.5,0
54,26,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,3.0,4.0,3.5,1
54,26,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,26,3.0,4.0,3.5,0
54,26,1,2,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,16.0,20.0,18.0,1
54,26,1,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,27,16.0,20.0,18.0,1
54,26,1,2,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,16.0,20.0,18.0,0
55,29,1,3,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,16.0,20.0,18.0,1
55,29,1,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,30,16.0,20.0,18.0,1
55,29,1,3,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,16.0,20.0,18.0,0
55,35,1,2,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,4.0,5.0,4.5,1
55,35,1,2,1,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,35,4.0,5.0,4.5,0
55,35,1,2,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,35,4.0,5.0,4.5,0
55,35,1,2,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,35,4.0,5.0,4.5,1
56,27,1,1,0,1,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,27,16.0,20.0,18.0,1
56,27,1,1,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,27,16.0,20.0,18.0,1
56,27,1,1,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,27,16.0,20.0,18.0,0
58,30,1,3,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,2.0,3.0,2.5,0
58,30,1,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,30,2.0,3.0,2.5,1
58,30,1,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,30,2.0,3.0,2.5,0
58,30,1,3,0,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1.0,2.0,1.5,0
58,30,1,3,0,1,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,30,1.0,2.0,1.5,1
58,30,1,3,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,30,1.0,2.0,1.5,0
58,32,1,3,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,3.0,4.0,3.5,1
58,32,1,3,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,33,3.0,4.0,3.5,0
59,38,1,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,3.0,4.0,3.5,1
59,38,1,3,1,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,38,3.0,4.0,3.5,0
59,38,1,3,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,38,3.0,4.0,3.5,0
59,38,1,3,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,38,3.0,4.0,3.5,1
60,35,1,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,35,3.0,3.0,3.0,0
60,35,1,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,35,3.0,3.0,3.0,0
60,35,1,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,35,3.0,3.0,3.0,1
60,35,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,36,2.0,3.0,2.5,0
60,35,1,3,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,36,2.0,3.0,2.5,0
62,43,1,3,0,1,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,16.0,20.0,18.0,0
45,20,1,2,0,3,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,20,4.0,4.0,4.0,1
45,20,1,2,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,20,4.0,4.0,4.0,0
45,23,1,2,0,3,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,20,3.0,3.0,3.0,1
45,23,1,2,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,20,3.0,3.0,3.0,0
46,15,1,1,0,3,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,12,3.0,3.0,3.0,0
46,15,1,1,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,12,3.0,3.0,3.0,0
46,15,1,1,0,3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3.0,3.0,3.0,0
46,20,1,1,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,4.0,4.0,4.0,1
46,20,1,1,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15,1.0,1.0,1.0,0
46,20,1,3,0,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,20,3.0,3.0,3.0,1
46,20,1,3,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,20,3.0,3.0,3.0,0
46,20,1,1,0,3,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,20,3.0,3.0,3.0,1
46,20,1,1,0,3,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,20,3.0,3.0,3.0,1
46,21,1,2,0,3,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,21,3.0,3.0,3.0,1
46,21,1,2,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,20,4.0,4.0,4.0,0
46,21,1,1,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,3.0,3.0,3.0,1
46,21,1,1,0,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,21,3.0,3.0,3.0,0
47,20,1,1,0,3,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18,3.0,3.0,3.0,0
47,20,1,1,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16,2.0,2.0,2.0,0
47,20,1,1,0,3,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,4.0,4.0,4.0,0
47,20,1,1,0,3,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20,3.0,3.0,3.0,1
47,20,1,1,0,3,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,3.0,3.0,3.0,0
47,20,1,2,0,3,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,20,5.0,5.0,5.0,1
47,20,1,2,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,20,5.0,5.0,5.0,0
47,21,1,1,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15,1.0,1.0,1.0,0
47,21,1,1,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,4.0,4.0,4.0,1
47,22,1,2,0,3,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,20,5.0,5.0,5.0,1
47,22,1,2,0,3,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,20,5.0,5.0,5.0,1
47,22,1,2,0,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,20,3.0,3.0,3.0,1
47,22,1,2,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,20,3.0,3.0,3.0,0
47,25,1,1,0,3,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,2.0,2.0,2.0,1
47,25,1,1,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,21,2.0,2.0,2.0,0
48,13,1,1,0,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,3.0,3.0,3.0,1
48,13,1,1,0,3,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,18,3.0,3.0,3.0,0
48,16,1,1,0,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3.0,3.0,3.0,0
48,16,1,1,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,12,3.0,3.0,3.0,0
48,16,1,1,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,12,3.0,3.0,3.0,0
48,18,1,1,0,3,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,15,2.0,2.0,2.0,0
48,18,1,1,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,15,2.0,2.0,2.0,0
48,18,1,1,0,3,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2.0,2.0,2.0,0
48,18,1,1,0,3,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15,1.0,1.0,1.0,0
48,21,1,3,1,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,21,3.0,3.0,3.0,0
48,21,1,3,1,3,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,21,3.0,3.0,3.0,1
48,21,1,3,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21,5.0,5.0,5.0,0
48,21,1,3,1,3,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,21,5.0,5.0,5.0,1
48,22,1,2,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,2.0,2.0,2.0,1
48,22,1,2,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,4.0,4.0,4.0,1
48,22,1,2,0,3,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,22,3.0,3.0,3.0,1
48,22,1,2,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,2.0,2.0,2.0,0
48,22,1,2,0,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,22,3.0,3.0,3.0,1
48,22,1,2,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,22,3.0,3.0,3.0,1
48,23,1,1,0,3,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,23,3.0,3.0,3.0,1
48,23,1,1,0,3,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,23,3.0,3.0,3.0,0
49,16,1,1,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,2.0,2.0,2.0,0
49,16,1,1,0,3,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,2.0,2.0,2.0,0
49,16,1,1,0,3,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2.0,2.0,2.0,0
49,22,1,3,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,20,2.0,2.0,2.0,0
49,22,1,3,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,20,2.0,2.0,2.0,1
49,23,1,1,0,3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,23,3.0,3.0,3.0,1
49,23,1,1,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,2.0,2.0,2.0,1
49,23,1,1,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,4.0,4.0,4.0,0
49,24,1,3,1,3,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,24,3.0,3.0,3.0,0
49,24,1,3,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,2.0,2.0,2.0,0
49,24,1,1,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,20,3.0,3.0,3.0,1
49,24,1,1,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,20,3.0,3.0,3.0,0
49,24,1,3,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,20,2.0,2.0,2.0,1
49,24,1,3,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,20,2.0,2.0,2.0,1
50,25,1,1,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,25,3.0,3.0,3.0,1
50,25,1,1,1,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20,2.0,2.0,2.0,0
50,25,1,3,0,3,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20,3.0,3.0,3.0,1
50,25,1,3,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,20,4.0,4.0,4.0,0
50,25,1,3,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,25,4.0,4.0,4.0,1
50,25,1,3,1,3,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,25,4.0,4.0,4.0,0
50,25,1,1,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,25,3.0,3.0,3.0,1
50,25,1,1,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,25,3.0,3.0,3.0,0
50,25,1,2,1,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,25,3.0,3.0,3.0,1
50,25,1,2,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,25,3.0,3.0,3.0,0
50,26,1,2,0,3,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,4.0,4.0,4.0,0
50,26,1,2,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15,3.0,3.0,3.0,0
50,26,1,2,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,4.0,4.0,4.0,0
50,26,1,2,0,3,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,4.0,4.0,4.0,0
51,25,1,2,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,25,4.0,4.0,4.0,0
51,25,1,2,0,3,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,3.0,3.0,3.0,1
51,25,1,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,25,3.0,3.0,3.0,1
51,25,1,3,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25,2.0,2.0,2.0,0
51,25,1,3,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25,4.0,4.0,4.0,1
51,25,1,2,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,25,4.0,4.0,4.0,1
51,25,1,2,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,25,4.0,4.0,4.0,1
51,25,1,2,1,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,20,4.0,4.0,4.0,0
51,25,1,2,1,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,20,4.0,4.0,4.0,1
51,25,1,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,25,4.0,4.0,4.0,1
51,25,1,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,25,4.0,4.0,4.0,0
51,25,1,1,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,25,3.0,3.0,3.0,1
51,25,1,1,0,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,25,3.0,3.0,3.0,0
52,25,1,3,1,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,21,3.0,3.0,3.0,1
52,25,1,3,1,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20,2.0,2.0,2.0,1
52,25,1,3,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18,4.0,4.0,4.0,0
52,25,1,3,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,25,4.0,4.0,4.0,0
52,25,1,3,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25,4.0,4.0,4.0,1
52,25,1,1,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,23,3.0,3.0,3.0,1
52,25,1,1,0,3,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,3.0,3.0,3.0,0
52,25,1,1,0,3,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,25,3.0,3.0,3.0,1
52,25,1,1,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,25,3.0,3.0,3.0,0
52,25,1,3,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,25,2.0,2.0,2.0,1
52,25,1,3,1,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,25,2.0,2.0,2.0,0
53,25,1,1,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,25,3.0,3.0,3.0,1
53,25,1,1,0,3,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,3.0,3.0,3.0,1
53,25,1,2,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,25,3.0,3.0,3.0,1
53,25,1,2,1,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,3.0,3.0,3.0,1
53,25,1,2,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,25,3.0,3.0,3.0,0
53,25,1,2,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,25,3.0,3.0,3.0,1
53,25,1,2,1,3,3,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,25,4.0,4.0,4.0,1
53,25,1,2,1,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,25,4.0,4.0,4.0,0
53,25,1,3,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,25,4.0,4.0,4.0,1
53,25,1,3,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,25,4.0,4.0,4.0,0
53,25,1,2,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,25,3.0,3.0,3.0,1
53,25,1,2,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,25,3.0,3.0,3.0,0
54,25,1,2,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20,2.0,2.0,2.0,0
54,25,1,2,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,24,3.0,3.0,3.0,1
54,25,1,2,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20,1.0,1.0,1.0,0
54,25,1,2,1,3,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25,3.0,3.0,3.0,1
