Respondent_ID;Age;Fishing Experience;Province;Beach;Fishing Role;Experience as Head of Communities;Boat Type;Fishing Duration;Usage of LIK;Benefit from LIK;Experience with Disaster;Number of Experience with Disaster;Usage of ICT;BMKG;Radio;Cuaca;GPS;Fish Finder;MSW Paris;Radar Kapal;Surf Parangtritis;Windy;Benefit from ICT;B.1;B.2;B.3;B.4;B.5;B.6;Level of Interaction with Disaster;LIK Combination;C-1;Cr-1;Cr-2;Cr-3;Cr-4;Td-1;Td-2;Td-3;Ts-1;Ts-2;Ts-3;Ts-4;Ts-5;Ts-6;Ts-7;Wn-1;Wn-10;Wn-11;Wn-12;Wn-13;Wn-14;Wn-15;Wn-16;Wn-17;Wn-2;Wn-3;Wn-4;Wn-5;Wn-6;Wn-7;Wn-8;Wn-9;Wth-1;Wth-2;Wv-1;Wv-2;Wv-3;Number of LIK Combination;Usage Persistance;Usage Duration;Frequency of Usage (min) (in month);Frequency of Usage (max) (in month);Average Frequency of Usage (in month);Number of Prediction Made (the last month, except tsunami);Disaster Happen (the last month, except tsunami);Perceived of Accuracy;Action Anticipation (Respon based on LIK codes)
108;36;14;1;2;1;0;4;1;1;1;B-2, B-5, B-6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;Cr-3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;14;2;3;2,5;4;4;100;Cr-3: No action
108;36;14;1;2;1;0;4;1;1;1;B-2, B-5, B-6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Td-1, Td-2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;14;4;5;4,5;4;4;100;Td-1: Adjust fishing time
108;36;14;1;2;1;0;4;1;1;1;B-2, B-5, B-6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Td-1, Td-2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;14;4;5;4,5;4;4;100;Td-2: Be careful
109;36;18;1;1;1;0;4;1;1;1;B.2, B.4;2;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;2;Wn-1, Wn-5, Wn-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;18;16;20;18;15;13;86,66666667;Wn-1: Adjust fishing time
109;36;18;1;1;1;0;4;1;1;1;B.2, B.4;2;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;2;Wn-1, Wn-5, Wn-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;1;18;16;20;18;15;13;86,66666667;Wn-5: Repair boat
109;36;18;1;1;1;0;4;1;1;1;B.2, B.4;2;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;2;Wn-1, Wn-5, Wn-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;18;16;20;18;15;13;86,66666667;Wn-11: Be careful
109;36;18;1;1;1;0;4;1;1;1;B.2, B.4;2;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;3;Wth-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;18;4;8;6;6;4;66,66666667;Wth-1: Stop fishing activities
110;37;7;1;2;1;0;4;1;1;1;B-2, B-5;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Wn-7, Wn-8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;7;3;4;3,5;3;3;100;Wn-7: No action
110;37;7;1;2;1;0;4;1;1;1;B-2, B-5;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Wn-7, Wn-8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;7;3;4;3,5;3;3;100;Wn-8: Stay alert/retrieve fishing gear
110;37;7;1;2;1;0;4;1;1;1;B-2, B-5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Cr-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;7;2;2;2;3;2;66,66666667;Cr-1: Move away from beach
111;37;8;1;1;1;0;4;1;1;1;B.3, B.6;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;4;Wv-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;8;5;6;5,5;12;7;58,33333333;Wv-1: Adjust fishing equipment
111;37;8;1;1;1;0;4;1;1;1;B.3, B.6;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;Td-1, Td-2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;8;16;24;20;15;10;66,66666667;Td-1: Adjust fishing time
111;37;8;1;1;1;0;4;1;1;1;B.3, B.6;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;Td-1, Td-2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;8;16;24;20;15;10;66,66666667;Td-2: Be careful
112;37;9;1;2;1;0;4;1;1;1;B-5, B-6;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;Cr-1, Cr-2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;9;1;2;1,5;3;3;100;Cr-1: No action
112;37;9;1;2;1;0;4;1;1;1;B-5, B-6;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;Cr-1, Cr-2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;9;1;2;1,5;3;3;100;Cr-2: Move away from beach
112;37;9;1;2;1;0;4;1;1;1;B-5, B-6;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;Td-1, Td-2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;9;4;5;4,5;5;4;80;Td-1: Adjust fishing time
112;37;9;1;2;1;0;4;1;1;1;B-5, B-6;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;Td-1, Td-2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;9;4;5;4,5;5;4;80;Td-2: Be careful
113;37;10;1;2;1;0;4;1;1;1;B-2, B-5, B-6;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Wn-1, Wn-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;10;2;3;2,5;5;4;80;Wn-1: Stay alert/retrieve fishing gear
113;37;10;1;2;1;0;4;1;1;1;B-2, B-5, B-6;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Wn-1, Wn-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;10;2;3;2,5;5;4;80;Wn-2: No action
113;37;10;1;2;1;0;4;1;1;1;B-2, B-5, B-6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Cr-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;10;3;3;3;4;3;75;Cr-1: Move away from beach
113;37;10;1;2;1;0;4;1;1;1;B-2, B-5, B-6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Td-1, Td-2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;10;5;5;5;6;5;83,33333333;Td-1: Adjust fishing time
113;37;10;1;2;1;0;4;1;1;1;B-2, B-5, B-6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Td-1, Td-2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;10;5;5;5;6;5;83,33333333;Td-2: Be careful
114;37;10;1;1;1;0;4;1;1;1;B.5, B.6;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;4;Cr-1, Cr-4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;10;3;4;3,5;9;8;88,88888889;Cr-1: No action
114;37;10;1;1;1;0;4;1;1;1;B.5, B.6;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;4;Cr-1, Cr-4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;10;3;4;3,5;9;8;88,88888889;Cr-4: Move away from beach
114;37;10;1;1;1;0;4;1;1;1;B.5, B.6;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;2;Td-1, Td-2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;10;20;24;22;20;10;50;Td-1: Adjust fishing time
114;37;10;1;1;1;0;4;1;1;1;B.5, B.6;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;2;Td-1, Td-2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;10;20;24;22;20;10;50;Td-2: Be careful
115;37;12;1;1;1;0;4;1;1;1;B.2, B.5;2;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;4;Wn-2, Wn-5, Wn-8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;12;16;20;18;12;8;66,66666667;Wn-2: Adjust fishing time
115;37;12;1;1;1;0;4;1;1;1;B.2, B.5;2;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;4;Wn-2, Wn-5, Wn-8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;1;12;16;20;18;12;8;66,66666667;Wn-5: Repair boat
115;37;12;1;1;1;0;4;1;1;1;B.2, B.5;2;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;4;Wn-2, Wn-5, Wn-8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;1;12;16;20;18;12;8;66,66666667;Wn-8: Be careful
115;37;12;1;1;1;0;4;1;1;1;B.2, B.5;2;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;8;Cr-1, Cr-2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;12;3;5;4;10;9;90;Cr-1: No action
115;37;12;1;1;1;0;4;1;1;1;B.2, B.5;2;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;8;Cr-1, Cr-2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;12;3;5;4;10;9;90;Cr-2: Move away from beach
116;37;12;1;1;1;0;4;1;1;1;B-5;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;C-1, Cr-3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;13;3;4;3,5;4;4;100;C-1: Move away from beach
116;37;12;1;1;1;0;4;1;1;1;B-5;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;C-1, Cr-3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;13;3;4;3,5;4;4;100;Cr-3: No action
117;37;12;1;2;1;0;4;1;1;1;B.2, B.3, B.4, B.5, B.6;5;1;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;3;Wn-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;13;16;20;18;8;8;100;Wn-11: Be careful
117;37;12;1;2;1;0;4;1;1;1;B.2, B.3, B.4, B.5, B.6;5;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;2;Wv-1, Wv-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;13;16;20;18;10;9;90;Wv-1: Adjust fishing time
117;37;12;1;2;1;0;4;1;1;1;B.2, B.3, B.4, B.5, B.6;5;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;2;Wv-1, Wv-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;13;16;20;18;10;9;90;Wv-2: Adjust fishing time
117;37;12;1;2;1;0;4;1;1;1;B.2, B.3, B.4, B.5, B.6;5;1;1;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;4;Wth-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;13;16;20;18;9;9;100;Wth-1: Stop fishing activities
117;37;12;1;2;1;0;4;1;1;1;B.2, B.3, B.4, B.5, B.6;5;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;Cr-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;13;16;20;18;14;13;92,85714286;Cr-1: No action
117;37;12;1;2;1;0;4;1;1;1;B.2, B.3, B.4, B.5, B.6;5;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;1;Td-1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;13;16;20;18;8;8;100;Td-1: Be careful
118;37;13;1;2;1;0;4;1;1;1;B-3, B-4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;Wv-1, Wv-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;13;1;2;1,5;2;2;100;Wv-1: No action
118;37;13;1;2;1;0;4;1;1;1;B-3, B-4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;Wv-1, Wv-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;13;1;2;1,5;2;2;100;Wv-2: Adjust fishing time
118;37;13;1;2;1;0;4;1;1;1;B-3, B-4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;Wth-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;13;2;2;2;4;4;100;Wth-1: Stop fishing activities
119;37;13;1;2;1;0;4;1;1;1;B.2, B.5;2;1;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;8;Wn-12, Wn-13, Wn-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;14;16;20;18;15;14;93,33333333;Wn-12: Adjust fishing time
119;37;13;1;2;1;0;4;1;1;1;B.2, B.5;2;1;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;8;Wn-12, Wn-13, Wn-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;14;16;20;18;15;14;93,33333333;Wn-13: Repair boat
119;37;13;1;2;1;0;4;1;1;1;B.2, B.5;2;1;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;8;Wn-12, Wn-13, Wn-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;14;16;20;18;15;14;93,33333333;Wn-16: Be careful
119;37;13;1;2;1;0;4;1;1;1;B.2, B.5;2;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;4;Cr-1, Cr-2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;14;3;4;3,5;5;4;80;Cr-1: No action
119;37;13;1;2;1;0;4;1;1;1;B.2, B.5;2;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;4;Cr-1, Cr-2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;14;3;4;3,5;5;4;80;Cr-2: Move away from beach
120;37;14;1;2;1;0;4;1;1;1;B-6;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;Td-1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;15;1;1;1;4;2;50;Td-1: Adjust fishing time
121;37;14;1;3;1;0;4;1;1;1;B.3;1;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;3;Wv-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;14;3;4;3,5;8;7;87,5;Wv-1: Adjust fishing equipment
122;37;16;1;2;2;0;4;1;1;1;B-2, B-4, B-6;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Wn-2, Wn-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;16;2;3;2,5;3;2;66,66666667;Wn-2: Be careful
122;37;16;1;2;2;0;4;1;1;1;B-2, B-4, B-6;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Wn-2, Wn-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;16;2;3;2,5;3;2;66,66666667;Wn-4: Stay alert/retrieve fishing gear
122;37;16;1;2;2;0;4;1;1;1;B-2, B-4, B-6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;Wth-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;16;2;2;2;2;2;100;Wth-1: Stop fishing activities
122;37;16;1;2;2;0;4;1;1;1;B-2, B-4, B-6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Td-1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;16;3;4;3,5;5;5;100;Td-1: Adjust fishing time
123;37;17;1;1;1;0;4;1;1;1;B.5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;Cr-2, Cr-4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;17;3;4;3,5;8;6;75;Cr-2: No action
123;37;17;1;1;1;0;4;1;1;1;B.5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;Cr-2, Cr-4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;17;3;4;3,5;8;6;75;Cr-4: Move away from beach
124;37;20;1;1;1;0;4;1;1;1;B.3;1;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;3;Wv-1, Wv-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;12;5;6;5,5;7;6;85,71428571;Wv-1: Adjust fishing time
124;37;20;1;1;1;0;4;1;1;1;B.3;1;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;3;Wv-1, Wv-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;12;5;6;5,5;7;6;85,71428571;Wv-2: Adjust fishing equipment
125;38;8;1;1;1;0;4;1;1;1;B.2, B.6;2;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;8;Wn-8, Wn-11, Wn-14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;1;8;5;6;5,5;15;15;100;Wn-8: Adjust fishing time
125;38;8;1;1;1;0;4;1;1;1;B.2, B.6;2;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;8;Wn-8, Wn-11, Wn-14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;8;5;6;5,5;15;15;100;Wn-11: Repair boat
125;38;8;1;1;1;0;4;1;1;1;B.2, B.6;2;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;8;Wn-8, Wn-11, Wn-14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;8;5;6;5,5;15;15;100;Wn-14: Be careful
125;38;8;1;1;1;0;4;1;1;1;B.2, B.6;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;Td-1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;8;20;24;22;10;5;50;Td-1: No action
126;38;9;1;1;1;0;4;1;1;1;B.3, B.4;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;5;Wv-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;9;3;4;3,5;9;7;77,77777778;Wv-1: Adjust fishing equipment
126;38;9;1;1;1;0;4;1;1;1;B.3, B.4;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;4;Wth-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;9;3;4;3,5;7;7;100;Wth-1: Stop fishing activities
127;38;12;1;2;1;0;4;1;1;1;B.3, B.4;2;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;8;Wv-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;13;3;4;3,5;10;10;100;Wv-1: Adjust fishing time
127;38;12;1;2;1;0;4;1;1;1;B.3, B.4;2;1;1;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;5;Wth-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;13;4;6;5;13;8;61,53846154;Wth-1: Stop fishing activities
128;38;13;1;2;1;0;4;1;1;1;B.3, B.6;2;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;Wv-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;14;4;8;6;5;3;60;Wv-1: Adjust fishing equipment
128;38;13;1;2;1;0;4;1;1;1;B.3, B.6;2;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;2;Td-2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;14;4;8;6;4;4;100;Td-2: Be careful
129;38;14;1;2;1;0;4;1;1;1;B-2, B-5, B-6;3;1;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;Wn-1, Wn-2, Wn-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;15;6;6;6;6;6;100;Wn-1: Stay alert/retrieve fishing gear
129;38;14;1;2;1;0;4;1;1;1;B-2, B-5, B-6;3;1;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;Wn-1, Wn-2, Wn-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;15;6;6;6;6;6;100;Wn-2: Be careful
129;38;14;1;2;1;0;4;1;1;1;B-2, B-5, B-6;3;1;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;Wn-1, Wn-2, Wn-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;1;15;6;6;6;6;6;100;Wn-3: Stay alert/retrieve fishing gear
129;38;14;1;2;1;0;4;1;1;1;B-2, B-5, B-6;3;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;Cr-2, Cr-3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;15;2;3;2,5;3;2;66,66666667;Cr-2: Be careful
